LONG	LAT	AMT	MDR	ISO	TSN	MWMT	MCMT	TAR	MWeQT	MDQT	MWQT	MCQT	AP	PWM	PDM	PS	PWeQ	PDQ	PWQ	PCQ	ID1
239	-122.1	56.21	14	105	27	9827	204	-175	379	134	-45	134	-118	534	86	23	45	223	84	223	94	lp
240	-122.76	53.1	28	128	33	8558	220	-162	382	133	-14	133	-87	550	61	25	26	183	85	183	131	lp
241	-122.61	52.85	30	127	33	8526	221	-158	379	135	-12	135	-84	532	61	24	27	181	80	181	126	lp
242	-124.6	53.95	24	128	34	8613	216	-154	370	129	-21	129	-93	506	57	20	25	155	80	155	136	lp
243	-122.3	50.95	33	108	30	7847	216	-135	351	-61	-13	132	-67	436	52	21	24	145	80	116	136	lp
244	-124.31	56.08	11	108	26	10004	210	-191	401	132	-39	132	-125	522	60	22	25	170	81	170	130	lp
245	-119.31	49.48	31	111	32	7796	222	-118	340	108	-15	131	-68	364	40	21	21	108	70	107	94	lp
246	-126.55	53.83	24	100	30	7607	192	-137	329	-21	18	119	-76	588	68	24	28	198	88	144	175	lp
247	-124.5	53.27	6	137	35	8471	200	-183	383	110	-38	110	-108	450	54	18	27	145	67	145	117	lp
248	-125.21	54.89	18	107	29	8707	201	-164	365	-86	-31	126	-99	501	55	21	23	154	85	145	142	lp
249	-127.24	54.07	24	94	29	7253	190	-125	315	-20	18	116	-68	779	99	34	33	282	119	163	239	lp
250	-120.11	50.01	30	110	32	7796	216	-121	337	129	-15	129	-71	326	34	17	23	101	56	101	82	lp
251	-120.55	49.66	38	118	33	7936	229	-119	348	-57	-6	138	-67	386	49	22	25	135	73	95	123	lp
252	-123.35	53.2	11	138	35	8592	206	-188	394	115	-32	115	-105	500	59	21	28	171	75	171	120	lp
253	-124.23	55.02	10	112	29	9167	203	-182	385	123	-42	123	-113	533	57	23	22	163	91	163	143	lp
254	-120.37	49.1	5	107	33	7376	185	-138	323	-80	99	100	-87	531	71	34	28	195	104	112	179	lp
255	-125.64	53.35	21	112	33	7811	193	-146	339	-71	18	118	-83	486	56	21	27	162	76	128	143	lp
256	-124.39	53.21	9	139	35	8560	204	-184	388	113	-35	113	-107	445	53	18	27	143	65	143	114	lp
257	-114.9	49.29	18	127	34	7788	217	-150	367	-72	112	118	-80	774	85	44	21	245	146	172	235	lp
258	-125.53	52.58	16	113	35	7150	184	-135	319	-69	10	106	-77	576	71	27	31	205	92	124	180	lp
259	-122.55	51.33	0	117	33	7502	178	-175	353	95	-47	95	-93	431	52	22	26	140	76	140	116	lp
260	-122.95	52.35	11	141	35	8384	203	-190	393	113	-32	113	-101	431	57	19	35	163	61	163	97	lp
261	-119.67	50.18	22	104	31	7675	205	-125	330	120	-24	120	-76	368	38	21	21	111	66	111	94	lp
262	-123.12	53.82	30	126	32	8693	223	-160	383	136	-14	136	-87	567	60	24	23	178	90	178	140	lp
263	-124.85	53.59	21	127	34	8395	209	-156	365	-82	-23	124	-92	477	53	19	26	147	74	143	130	lp
264	-124.12	54.75	19	117	29	9176	215	-177	392	132	-32	132	-104	521	55	22	22	156	88	156	141	lp
265	-120.65	49.5	41	120	34	7968	232	-118	350	-56	40	140	-65	453	63	27	33	175	85	96	160	lp
266	-122.26	52.68	23	122	33	8201	208	-157	365	125	-21	125	-85	599	66	30	23	195	101	195	149	lp
267	-126.88	54.76	5	110	30	8014	186	-171	357	-91	0	105	-100	521	56	20	25	157	81	154	141	lp
268	-123.81	54.79	16	116	29	9099	211	-176	387	128	-35	128	-106	561	59	23	22	167	96	167	152	lp
269	-119.3	52.91	25	113	29	8535	219	-158	377	-81	28	130	-88	657	72	37	19	195	115	173	187	lp
270	-114.78	49.43	9	125	34	7709	204	-161	365	-79	102	107	-88	761	82	46	18	224	153	180	218	lp
271	-123.43	51.92	21	148	37	8533	220	-174	394	125	-20	125	-94	346	43	14	33	127	46	127	77	lp
272	-120.06	51.69	45	114	30	8317	239	-132	371	-56	1	149	-65	586	62	31	19	173	106	166	159	lp
273	-118.93	49.72	18	102	31	7568	202	-124	326	-70	-29	116	-77	455	50	28	19	132	88	128	122	lp
274	-118.92	49.88	18	101	31	7574	202	-123	325	-70	-28	116	-77	471	52	29	18	138	90	132	127	lp
275	-124.59	56.05	3	107	26	9887	200	-200	400	123	-47	123	-131	509	59	22	26	167	79	167	127	lp
276	-123.17	54.59	22	115	30	8914	215	-164	379	-86	23	132	-97	636	65	25	21	186	110	182	175	lp
277	-120.89	50.3	41	105	32	7609	218	-104	322	-50	-2	139	-56	386	44	21	21	124	71	102	114	lp
278	-120.65	50.35	24	104	32	7467	199	-119	318	-65	-20	121	-70	380	40	21	20	111	68	110	102	lp
279	-124.56	56.06	1	107	26	9832	198	-200	398	120	-50	120	-132	515	61	22	26	171	80	171	127	lp
280	-120.53	51.79	31	106	30	7858	210	-134	344	-65	29	130	-72	693	78	36	19	212	132	185	200	lp
281	-122.87	47.01	103	111	44	4972	251	1	250	46	168	168	43	1255	203	21	63	599	92	92	550	lp
282	-108.19	39.57	42	158	39	8220	256	-144	400	26	124	150	-61	508	54	30	13	143	115	117	118	lp
283	-128.54	59.6	-40	117	24	12636	190	-295	485	111	-104	111	-211	477	64	18	31	167	73	167	106	lp
284	-122.34	42.23	63	144	43	6378	256	-73	329	-8	146	146	-14	780	138	10	63	373	54	54	336	lp
286	-122.958	39.436	122	167	50	5858	321	-13	334	60	200	200	55	1055	204	2	86	558	17	17	544	lp
